Reading List ID,Google Books ID,Apple Books ID,ISBN-13,Title,Subtitle,Authors,Page Count,Publication Date,Publisher,Description,Subjects,Language Code,Started Reading,Paused,Finished Reading,Did Not Finish,Current Page,Current Percentage,Rating,Notes,Lists
097AD14F-57F2-4551-B4F4-911A0DC32E2B,h8tlAAAAMAAJ,,9781590171998,Stoner,,"Williams, John Edward",278,,New York Review Books,"Born the child of a poor farmer in Missouri, William Stoner [the author] is urged by his parents to study new agriculture techniques at the state university. Digging instead into the texts of Milton and Shakespeare, [he] falls under the spell of the unexpected pleasures of English literature, and decides to make it his life. [He] is the story of that life. The sorrows of William Stoner are tempered, somehow, by the demands of the daily routine. His own ordinary story is one that reflects a deep, and deeply American, loneliness. Deciding to become an academic, his career inevitably distances himself from his parents, although his position in the department is compromised by a quarrel with a more ambitious professor. His marriage to a girl from a middle class family is loveless, while a midlife love affair with a younger colleague - evoked with painful poignancy - is exposed and forced to end from outside pressures. Williams depicts the quiet existence of a lonely man with a subtle yet ruthless honesty. The book's triumph is to make us feel this forgotten man is a hero - not out of pity or for any deed he has done, but simply for being the man he was - and he does this without a trace of sentimentality",Fiction; Literary,en,2020-02-03,,2020-02-18,,,,,,
A4284613-856F-421F-9604-928EE235CDFB,qmjNngEACAAJ,,9781930824133,The Visual Display of Quantitative Information,,"Tufte, Edward R.",197,,Graphics Press,"This book deals with the theory and practice in the design of data graphics and makes the point that the most effective way to describe, explore, and summarize a set of numbers is to look at pictures of those numbers, through the use of statistical graphics, charts, and tables. It includes 250 illustrations of the best (and a few of the worst) statistical graphics, with detailed analysis of how to display data for precise, effective, quick analysis. Also offered is information on the design of the high-resolution displays, small multiples, editing and improving graphics, and the data-ink ratio. Time-series, relational graphics, data maps, multivariate designs, as well as detection of graphical deception: design variation vs. data variation, and sources of deception are discussed. Information on aesthetics and data graphical displays is included. The 2nd edition provides high-resolution color reproductions of the many graphics of William Playfair (1750-1800), adds color to other images where appropriate, and includes all the changes and corrections during the 17 printings of the 1st edition.",,en,2020-02-29,,2020-03-03,,,,,,
8BEB20BA-6C65-48D2-A2D3-4A9DE6EC1CD8,abfHzAEACAAJ,,,Envisioning information,,"Tufte, Edward R.",126,,Graphics Press,,Architecture; Business & Economics; Business Communication; Communication Studies; Computer Graphics; Computers; Design; Graphic Arts; Language Arts & Disciplines; Mathematics; Probability & Statistics; Social Science; Statistics,en,2020-03-06,,2020-03-08,,,,,,
7082C81F-1227-4247-BB0E-F862BAD39024,7oFVAQAACAAJ,,9781930824157,Visual Explanations,"Images and Quantities, Evidence and Narrative","Tufte, Edward R.",156,,Graphics Press,"Display of information for paper and computer screens; principles of information design, design of presentations. Depicting evidence relevant to cause and effect, decision making. Scientific visualization.",,en,2020-03-08,,2020-03-14,,,,,,
11CF8283-C415-47AA-B4C6-84A1CB980E76,jAcBngEACAAJ,,9781930824164,Beautiful Evidence,,"Tufte, Edward R.",213,,Graphics Press,"Science and art have in common intense seeing, the wide-eyed observing that generates empirical information. Beautiful Evidence is about how seeing turns into showing, how empirical observations turn into explanations and evidence presentations. The book identifies excellent and effective methods for presenting information, suggests new designs, and provides tools for assessing the credibility of evidence presentations. Here we will see many close readings of serious evidence presentations - ranging through evolutionary trees and rocket science to economics, art history, and sculpture. Insistent application of the principles of analytical thinking helps both insiders and outsiders assess the credibility of evidence.",,en,2020-03-14,,2020-03-17,,,,,,
3AB71D7C-9EB3-48DD-96B7-2F2B29363B88,anK0DwAAQBAJ,,9780691190785,Deaths of Despair and the Future of Capitalism,,"Case, Anne; Deaton, Angus",312,,Princeton University Press,"From economist Anne Case and Nobel Prize winner Angus Deaton, a groundbreaking account of how the flaws in capitalism are fatal for America's working class

Life expectancy in the United States has recently fallen for three years in a row—a reversal not seen since 1918 or in any other wealthy nation in modern times. In the past two decades, deaths of despair from suicide, drug overdose, and alcoholism have risen dramatically, and now claim hundreds of thousands of American lives each year—and they're still rising. Anne Case and Angus Deaton, known for first sounding the alarm about deaths of despair, explain the overwhelming surge in these deaths and shed light on the social and economic forces that are making life harder for the working class. They demonstrate why, for those who used to prosper in America, capitalism is no longer delivering.

Deaths of Despair and the Future of Capitalism paints a troubling portrait of the American dream in decline. For the white working class, today's America has become a land of broken families and few prospects. As the college educated become healthier and wealthier, adults without a degree are literally dying from pain and despair. In this critically important book, Case and Deaton tie the crisis to the weakening position of labor, the growing power of corporations, and, above all, to a rapacious health-care sector that redistributes working-class wages into the pockets of the wealthy. Capitalism, which over two centuries lifted countless people out of poverty, is now destroying the lives of blue-collar America.

This book charts a way forward, providing solutions that can rein in capitalism’s excesses and make it work for everyone.",Business & Economics; Death & Dying; Economic Policy; Economics; Health & Fitness; Health Care Issues; Medical; Political Science; Public Health; Public Policy; Social Science; Social Services & Welfare; Sociology,en,2020-03-18,,2020-03-27,,,,,,
FF5BAE24-21E5-4377-949C-9A02B0035709,8DzZNaiWILEC,,9780141008141,First Light,,"Wellum, Geoffrey",352,,Penguin Books Limited,"Two months before the outbreak of WWII, seventeen-year-old Geoffrey Wellum leaves school to become a fighter pilot with the RAF. Bursting with youthful energy and enthusiasm, he makes it through basic training to become the youngest Spitfire pilot in the prestigious 92 Squadron. Thrust into combat almost immediately, Wellum finds himself flying several sorties a day, caught up in terrifying dogfights with German Me 109s. Over the coming months he and his fellow pilots play a crucial role in the Battle of Britain. But of the friends that take to the air alongside Wellum many never return.

Published for the first time more than fifty years after the war, First Lightis Geoffrey Wellum's gripping memoir of his experiences as a fighter pilot.",Aviation; Biography & Autobiography; Europe; Great Britain; History; Military; World War II,en,2020-04-02,,2020-04-05,,,,,,
4B9FBB53-A15B-4EC5-B025-41DE3FEBBA99,7DB7DwAAQBAJ,,9781119506508,Bank 4.0,"Banking Everywhere, Never at a Bank","King, Brett",352,,John Wiley & Sons,"The future of banking is already here — are you ready?

Bank 4.0 explores the radical transformation already taking place in banking, and follows it to its logical conclusion. What will banking look like in 30 years? 50 years? The world’s best banks have been forced to adapt to changing consumer behaviors; regulators are rethinking friction, licensing and regulation; Fintech start-ups and tech giants are redefining how banking fits in the daily life of consumers. To survive, banks are having to develop new capabilities, new jobs and new skills. The future of banking is not just about new thinking around value stores, payment and credit utility — it’s embedded in voice-based smart assistants like Alexa and Siri and soon smart glasses which will guide you on daily spending and money decisions. The coming Bank 4.0 era is one where either your bank is embedded in your world via tech, or it no longer exists.

In this final volume in Brett King’s BANK series, we explore the future of banks amidst the evolution of technology and discover a revolution already at work. From re-engineered banking systems, to selfie-pay and self-driving cars, Bank 4.0 proves that we’re not on Wall Street anymore. Bank 4.0 will help you:

 Understand the historical precedents that flag a fundamental rethinking in banking Discover low-friction, technology experiences that undermine the products we sell today Think through the evolution of identity, value and assets as cash and cards become obsolete Learn how Fintech and tech “disruptors” are using behaviour, psychology and technology to reshape the economics of banking   Examine the ways in which blockchain, A.I., augmented reality and other leading-edge tech are the real building blocks of the future of banking systems 

If you look at individual technologies or startups disrupting the space, you might miss the biggest signposts to the future and you might also miss that most of we’ve learned about banking the last 700 years just isn’t useful.

When the biggest bank in the world isn’t any of the names you’d expect, when branch networks are a burden not an asset, and when advice is the domain of Artificial Intelligence, we may very well have to start from scratch. Bank 4.0 takes you to a world where banking will be instant, smart and ubiquitous, and where you’ll have to adapt faster than ever before just to survive. Welcome to the future.",Banks & Banking; Business & Economics,en,2020-03-02,,2020-04-06,,,,,,
2864092D-B778-4936-BAE5-48CE147135A1,3SH9r7fyk3cC,,9781612190648,"Little Man, What Now?",,"Fallada, Hans",352,,Melville House,"This is the book that led to Hans Fallada’s downfall with the Nazis. The story of a young couple struggling to survive the German economic collapse was a worldwide sensation and was made into an acclaimed Hollywood movie produced by Jews, leading Hitler to ban Fallada’s work from being translated.

Nonetheless, it remains, as The Times Literary Supplement notes, “the novel of a time in which public and private merged even for those whowanted to stay at home and mind their own business.""

***

This is a Hybrid Book.

Melville House HybridBooks combine print and digital media into an enhanced reading experience by including with each title additional curated material called Illuminations — maps, photographs, illustrations, and further writing about the author and the book.

The Melville House Illuminations are free with the purchase of any title in the HybridBook series, no matter the format.

Purchasers of the print version can obtain the Illuminations for a given title simply by scanning the QR code found in the back of each book, or by following the url also given in the back of the print book, then downloading the Illumination in whatever format works best for you.
Purchasers of the digital version receive the appropriate Illuminations automatically as part of the ebook edition.",20th Century; Fiction; Historical; Literary; Romance,en,2020-04-07,,2020-04-16,,,,,,
6B2F5187-EF38-4E76-BF51-0156CD78F71D,PzSGDwAAQBAJ,,9781984878885,Agent Running in the Field,A Novel,"Carré, John le",288,,Penguin,"“[Le Carré’s] novels are so brilliant because they’re emotionally and psychologically absolutely true, but of course they’re novels.” —New York Times Book Review

A new novel from the #1 New York Times bestselling author John le Carré.

Nat, a 47 year-old veteran of Britain’s Secret Intelligence Service, believes his years as an agent runner are over. He is back in London with his wife, the long-suffering Prue. But with the growing threat from Moscow Centre, the office has one more job for him. Nat is to take over The Haven, a defunct substation of London General with a rag-tag band of spies. The only bright light on the team is young Florence, who has her eye on Russia Department and a Ukrainian oligarch with a finger in the Russia pie.

Nat is not only a spy, he is a passionate badminton player. His regular Monday evening opponent is half his age: the introspective and solitary Ed. Ed hates Brexit, hates Trump and hates his job at some soulless media agency. And it is Ed, of all unlikely people, who will take Prue, Florence and Nat himself down the path of political anger that will ensnare them all. Agent Running in the Field is a chilling portrait of our time, now heartbreaking, now darkly humorous, told to us with unflagging tension by the greatest chronicler of our age.",Espionage; Fiction; International Mystery & Crime; Mystery & Detective; Suspense; Thrillers,en,2020-04-20,,2020-04-23,,,,,,
B386AEE0-F183-4250-BB89-1C5E28B2C9CF,-TnVeCjM2BUC,,9781101475003,Our Kind of Traitor,A Novel,"Carré, John le",320,,Penguin,"From the New York Times bestselling author of A Legacy of Spies. John le Carré’s new novel, Agent Running in the Field, is coming October 2019.

In this exquisitely told novel, John le Carré shows us once again his acute understanding of the world we live in and where power really lies.

In the wake of the collapse of Lehman Brothers and with Britain on the brink of economic ruin, a young English couple takes a vacation in Antigua. There they meet Dima, a Russian who styles himself the world’s Number One money-launderer and who wants, among other things, a game of tennis. Back in London, the couple is subjected to an interrogation by the British Secret service who also need their help. Their acquiescence will lead them on a precarious journey through Paris to a safe house in Switzerland, helpless pawns in a game of nations that reveals the unholy alliances between the Russian mafia, the City of London, the government and the competing factions of the British Secret Service.",Crime; Espionage; Fiction; International Mystery & Crime; Mystery & Detective; Thrillers,en,2020-04-24,,2020-05-03,,,,,,
8986810B-BC69-4807-AFAC-3C739345C883,OyY1JkbGRqYC,,9781610164832,A Bubble that Broke the World,,"Garrett, Garet",178,,Ludwig von Mises Institute,"""Most of the matter in this book has appeared in the Saturday Evening Post during the last twelve months.""--Author's note. June 1, 1932.",,en,2020-05-05,,2020-05-09,,,,,,
AC341398-4BFF-459A-8865-654A70B2FF62,QLw2sjBuF9oC,,9780273704744,"Traders, Guns & Money",Knowns and Unknowns in the Dazzling World of Derivatives,"Das, Satyajit",334,,Financial Times Prentice Hall,"""I had been in derivatives for over 25 years. Many traders hadn't been born when I stumbled accidentally into the arcane world of derivatives trading. The Indonesians were at the fag end of that career. How did I get there? I had followed the money. I had ridden the tide and currents of financial markets. I had not known very much then. Even now I only knew the many unknowns. How did I get here? It was a very long story. Send Traders, Guns and Money is that story.....""

Warren Buffet once labelled derivatives ""financial weapons of mass destruction"". Unlike the military kind, financial WMD are not hard to find. Many great companies use them. These businesses use derivatives to make money or protect them from risk. It's a simple case of greed or fear. Or is it?

In derivatives, whoever you are, there are things that you don't know that you don't know. These are the real risks of derivatives. They're generally left to the client to discover. So, if you're entering the dazzling world of derivatives, ask yourself this: What do I know? What do I need to know? What don't I know? What am I doing?

You can find the answers in Traders, Guns & Money, a sensational and controversial first-person account of the business of derivatives trading and the financial products industry in the spirit of Liar's Poker. It is a true insider's view of the business of trading and marketing derivatives for a living. It details the nature of the business, the players, how money is made and lost, and the deceptions that underlie the entire process.

Funny and poignant, and written in a wry and wickedly comic style, the book provides the ordinary reader with an insight into the seeming madness that underlies financial markets and the out-of-control process that is trading in complex financial products that few understand.

Traders, Guns & Money throws light on the culture, games, and pure deceptions played out every day in trading rooms around the world, and played out with other people's money. It describes the processes by which a small group of gifted, if avaricious, individuals parlay their knowledge of the arcane world of financial products into wealth, leaving shareholders, clients, regulators, and the tax paying ordinary public to bear most of the risk.

This is the story of how one set of clients discovered the perils of unknowns in a derivatives deal. This tale will leave you amazed, and this book will make it all clear.In the sometimes dazzling world of derivatives, Traders Guns & Money shows you how we got here and tells it how it is. Go on, follow the money.

An accessible companion and a wise counsel, Traders, Guns & Money weaves together three core themes:

Known unkowns: if you're entering the dazzling world of derivatives, ask yourself this: What do I know? What do I need to know? What don't I know? What am I doing? This book will make it all clear.

Follow the money: an insider's, expert witness account of the rise and rules of the world of derivatives. This book will show you how we got here and tell it how it is

Send traders guns & money: the story of how one set of clients discovered the perils of unknowns in a derivatives deal . This tale will leave you amazed, but wiser.

""Ever since Warren Buffett memorably described derivatives as ""financial weapons of mass destruction"" there has been a thriller waiting to be written about them. Derivatives have frightened otherwise right-thinking people for some time. In part this reflects a natural tendency to fear what we do not understand."" Financial Times",Business & Economics; Finance; Investments & Securities,en,2020-05-09,,2020-05-14,,,,,,
B3F73E28-FE55-43A1-A7C5-20C9BD963383,ahJOygEACAAJ,,9783946333012,Princes of the Yen,Japan's Central Bankers and the Transformation of the Economy,"Werner, Richard",404,,Quantum Publishers,,,en,2020-05-14,,2020-05-18,,,,,,
3D5A5479-F417-4937-93B1-5DA00B96D969,Cxd8bwAACAAJ,,9780452281806,Devil Take the Hindmost,A History of Financial Speculation,"Chancellor, Edward",386,,Plume,"A lively, original, and challenging history of stock market speculation from the 17th century to present day.

Is your investment in that new Internet stock a sign of stock market savvy or an act of peculiarly American speculative folly? How has the psychology of investing changed--and not changed--over the last five hundred years?

In Devil Take the Hindmost, Edward Chancellor traces the origins of the speculative spirit back to ancient Rome and chronicles its revival in the modern world: from the tulip scandal of 1630s Holland, to ""stockjobbing"" in London's Exchange Alley, to the infamous South Sea Bubble of 1720, which prompted Sir Isaac Newton to comment, ""I can calculate the motion of heavenly bodies, but not the madness of people.""

Here are brokers underwriting risks that included highway robbery and the ""assurance of female chastity""; credit notes and lottery tickets circulating as money; wise and unwise investors from Alexander Pope and Benjamin Disraeli to Ivan Boesky and Hillary Rodham Clinton.

From the Gilded Age to the Roaring Twenties, from the nineteenth century railway mania to the crash of 1929, from junk bonds and the Japanese bubble economy to the day-traders of the Information Era, Devil Take the Hindmost tells a fascinating story of human dreams and folly through the ages.",Business & Economics; Economic History,en,2020-05-18,,2020-06-04,,,,,,
4E518706-3880-4DCD-9F75-BB5EC3D7F6D1,9HXgDwAAQBAJ,,9780300252750,Trade Wars Are Class Wars,How Rising Inequality Distorts the Global Economy and Threatens International Peace,"Klein, Matthew C.; Pettis, Michael",224,,Yale University Press,"A provocative look at how today’s trade conflicts are caused by governments promoting the interests of elites at the expense of workers




Trade disputes are usually understood as conflicts between countries with competing national interests, but as Matthew C. Klein and Michael Pettis show in this book, they are often the unexpected result of domestic political choices to serve the interests of the rich at the expense of workers and ordinary retirees.




Klein and Pettis trace the origins of today’s trade wars to decisions made by politicians and business leaders in China, Europe, and the United States over the past thirty years. Across the world, the rich have prospered while workers can no longer afford to buy what they produce, have lost their jobs, or have been forced into higher levels of debt. In this thought-provoking challenge to mainstream views, the authors provide a cohesive narrative that shows how the class wars of rising inequality are a threat to the global economy and international peace—and what we can do about it.",Business & Economics; Economic History; Economic Policy; International Relations; Political Science; Public Policy; Trade & Tariffs,en,2020-06-04,,2020-06-09,,,,,,
9FBE6A33-2E4B-49CD-B7DD-E1F2377C59AB,QZqdDwAAQBAJ,,9780679604600,Apeirogon: A Novel,,"McCann, Colum",480,,Random House Publishing Group,"NEW YORK TIMES BESTSELLER • “A quite extraordinary novel. Colum McCann has found the form and voice to tell the most complex of stories, with an unexpected friendship between two men at its powerfully beating heart.”—Kamila Shamsie, author of Home Fire
 
From the National Book Award–winning and bestselling author of Let the Great World Spin comes an epic novel rooted in the unlikely real-life friendship between two fathers.

Bassam Aramin is Palestinian. Rami Elhanan is Israeli. They inhabit a world of conflict that colors every aspect of their lives, from the roads they are allowed to drive on to the schools their children attend to the checkpoints, both physical and emotional, they must negotiate.

But their lives, however circumscribed, are upended one after the other: first, Rami’s thirteen-year-old daughter, Smadar, becomes the victim of suicide bombers; a decade later, Bassam’s ten-year-old daughter, Abir, is killed by a rubber bullet. Rami and Bassam had been raised to hate one another. And yet, when they learn of each other’s stories, they recognize the loss that connects them. Together they attempt to use their grief as a weapon for peace—and with their one small act, start to permeate what has for generations seemed an impermeable conflict.

This extraordinary novel is the fruit of a seed planted when the novelist Colum McCann met the real Bassam and Rami on a trip with the non-profit organization Narrative 4. McCann was moved by their willingness to share their stories with the world, by their hope that if they could see themselves in one another, perhaps others could too.

With their blessing, and unprecedented access to their families, lives, and personal recollections, McCann began to craft Apeirogon, which uses their real-life stories to begin another—one that crosses centuries and continents, stitching together time, art, history, nature, and politics in a tale both heartbreaking and hopeful. The result is an ambitious novel, crafted out of a universe of fictional and nonfictional material, with these fathers’ moving story at its heart.",Biographical; Fiction; Historical; Literary,en,2020-06-09,,2020-06-12,,,,,,
DE70D14E-12D5-4F21-AE73-0B7EDACBA9B2,Rfc0AgAAQBAJ,,9780316399852,Night Heron,,"Brookes, Adam",352,,Orbit,"Set in China, and ripped from today's headlines, comes a pulse-pounding debut that reinvents the spy thriller for the 21st century.
A lone man, Peanut, escapes a labor camp in the dead of night, fleeing across the winter desert of north-west China.
Two decades earlier, he was a spy for the British; now Peanut must disappear on Beijing's surveillance-blanketed streets. Desperate and ruthless, he reaches out to his one-time MI6 paymasters via crusading journalist Philip Mangan, offering military secrets in return for extraction.
But the secrets prove more valuable than Peanut or Mangan could ever have known... and not only to the British.",Action & Adventure; Espionage; Fiction; International Mystery & Crime; Mystery & Detective; Political; Suspense; Thrillers,en,2020-06-11,,2020-06-13,,,,,,
E5CAA371-480E-4F7B-8A3A-D952250A1FE9,LrbMzAEACAAJ,,9780316399906,Spy Games,,"Brookes, Adam",448,,Orbit,"In a world of lies, one man wants the truth.

Journalist Philip Mangan is trying to stay out of trouble in East Africa, his reputation and his life in tatters. But when he is caught in a terrorist attack in East Africa and a shadowy Chinese figure approaches him in the dead of night with information on the origins of the attack, Mangan is suddenly back in the eye of the storm.

Meanwhile, thousands of miles away on a humid Hong Kong night, a key British Intelligence source is murdered minutes after meeting spy Trish Patterson. From Washington, D.C. to the hallowed halls of Oxford University and dusty African streets, a sinister power is stirring, one which will use Mangan and Patterson as pawns -- if they survive.

Deeply steeped in tension and paranoia, Adam Brookes's second novel is a remarkable, groundbreaking spy thriller.",Action & Adventure; Espionage; Fiction; Political; Suspense; Thrillers,en,2020-06-14,,2020-06-17,,,,,,
D2A96230-C87E-4224-84E0-5D4F244ED248,lfqWDgAAQBAJ,,9780316503501,The Spy's Daughter,,"Brookes, Adam",448,,Orbit,"The thrilling third novel from multi-award-nominated author Adam Brookes is paranoid, tense spy fiction at its very finest.
Meet Pearl Tao: an American girl with a lethal secret.

Pearl longs for the life of a normal American teenager: summers at the pool, friends, backyard barbecues in the Washington DC suburbs. But she is different.

Her gift for mathematics means overprotective parents and college sponsorship from a secretive technology corporation. And now, aged nineteen, she is beginning to understand what her parents intend for her. The terrifying role she is to play.

Her only hope of escape lies with two sidelined and discredited spies: Trish Patterson and Philip Mangan. Finding out the truth about Pearl will be the biggest mission they'll ever undertake.

""Authentic, taut and compelling. Brookes is the real deal.""
Charles Cumming",Action & Adventure; Espionage; Fiction; Political; Thrillers,en,2020-06-17,,2020-06-21,,,,,,
F020182F-B7B8-41C7-9069-ED1E2D5EEDB3,AW2YDwAAQBAJ,,9780691167701,How to Grow Old,Ancient Wisdom for the Second Half of Life,"Cicero, Marcus Tullius",216,,Princeton University Press,"Worried that old age will inevitably mean losing your libido, your health, and possibly your marbles too? Well, Cicero has some good news for you. In How to Grow Old, the great Roman orator and statesman eloquently describes how you can make the second half of life the best part of all—and why you might discover that reading and gardening are actually far more pleasurable than sex ever was.

Filled with timeless wisdom and practical guidance, Cicero's brief, charming classic—written in 44 BC and originally titled On Old Age—has delighted and inspired readers, from Saint Augustine to Thomas Jefferson, for more than two thousand years. Presented here in a lively new translation with an informative new introduction and the original Latin on facing pages, the book directly addresses the greatest fears of growing older and persuasively argues why these worries are greatly exaggerated—or altogether mistaken.

Montaigne said Cicero's book ""gives one an appetite for growing old."" The American founding father John Adams read it repeatedly in his later years. And today its lessons are more relevant than ever in a world obsessed with the futile pursuit of youth.",Aging; Ancient & Classical; History & Surveys; Personal Growth; Philosophy; Political; Self-Help; Social,en,2020-06-22,,2020-06-22,,,,,,
82B2AA3B-72AC-484D-A5FA-ABCE572D81D3,pKilDwAAQBAJ,,9780374712785,Putin's People,How the KGB Took Back Russia and Then Took On the West,"Belton, Catherine",640,,"Farrar, Straus and Giroux","A Sunday Times bestseller

""This riveting, immaculately researched book is arguably the best single volume written about Putin, the people around him and perhaps even about contemporary Russia itself in the past three decades."" —Peter Frankopan, Financial Times

""A staggering achievement of reporting."" —Joshua Huminski, Diplomatic Courier

Interference in American elections. The sponsorship of extremist politics in Europe. War in Ukraine. In recent years, Vladimir Putin’s Russia has waged a concerted campaign to expand its influence and undermine Western institutions. But how and why did all this come about, and who has orchestrated it?

In Putin’s People, the investigative journalist and former Moscow correspondent Catherine Belton reveals the untold story of how Vladimir Putin and the small group of KGB men surrounding him rose to power and looted their country. Delving deep into the workings of Putin’s Kremlin, Belton accesses key inside players to reveal how Putin replaced the freewheeling tycoons of the Yeltsin era with a new generation of loyal oligarchs, who in turn subverted Russia’s economy and legal system and extended the Kremlin's reach into the United States and Europe. The result is a chilling and revelatory exposé of the KGB’s revanche—a story that begins in the murk of the Soviet collapse, when networks of operatives were able to siphon billions of dollars out of state enterprises and move their spoils into the West. Putin and his allies subsequently completed the agenda, reasserting Russian power while taking control of the economy for themselves, suppressing independent voices, and launching covert influence operations abroad.

Ranging from Moscow and London to Switzerland and Brooklyn’s Brighton Beach—and assembling a colorful cast of characters to match—Putin’s People is the definitive account of how hopes for the new Russia went astray, with stark consequences for its inhabitants and, increasingly, the world.",Biography & Autobiography; History; Political; Political Science; Russia & the Former Soviet Union; Russian & Former Soviet Union; World,en,2020-06-27,,2020-07-06,,,,,,
13AC7F1C-EF23-4760-8CE5-158A7D0F1345,TmugygEACAAJ,,9781788212793,Angrynomics,,"Lonergan, Eric; Blyth, Mark",192,,Agenda Publishing,"Economics increasingly fails to explain why the pressures of life appear to be intensifying at the same time as income per capita is rising, or why we work more hours for less money in real terms. And why we see the rise of nationalism everywhere when globalization, on average, has made us all richer. The disconnect between our experience of the world and the economic model used to explain it has given rise to ""angrynomics"": an economy of heightened uncertainty and anger, where faith in the workings of markets and politics has been undermined and rapid and seemingly ever-accelerating economic change has become something to be feared.0Eric Lonergan and Mark Blyth have written a book for anyone anxious, worried - or angry - about the mismatch between how they experience the world with the increasing day to day pressures they face and the model used by economic elites and politicians to explain and justify it. In a powerful and passionately argued analysis, they bring their critical insight and expertise to bear on the nature of angrynomics and offer a set of radical and innovative policies that cut across tired party political lines - and that if implemented might just help the world to be a less angry place.",,en,2020-07-06,,2020-07-07,,,,,,
8A802CDC-BE04-4912-AE9E-4479653E7D35,xuTcDwAAQBAJ,,9780735211605,Enemy of All Mankind,"A True Story of Piracy, Power, and History's First Global Manhunt","Johnson, Steven",304,,Penguin,"The New York Times bestselling author of Ghost Map and How We Got to Now returns with the story of a pirate who changed the world 

Most confrontations, viewed from the wide angle of history, are minor disputes, sparks that quickly die out. But every now and then, someone strikes a match that lights up the whole planet.

Henry Every was the seventeenth century's most notorious pirate. The press published wildly popular--and wildly inaccurate--reports of his nefarious adventures. The British government offered enormous bounties for his capture, alive or (preferably) dead. But Steven Johnson argues that Every's most lasting legacy was his inadvertent triggering of a major shift in the global economy. Enemy of All Mankind focuses on one key event--the attack on an Indian treasure ship by Every and his crew--and its surprising repercussions across time and space. It's the gripping tale one of the most lucrative crimes in history, the first international manhunt, and the trial of the seventeenth century.

Johnson uses the extraordinary story of Henry Every and his crimes to explore the emergence of the East India Company, the British Empire, and the modern global marketplace: a densely interconnected planet ruled by nations and corporations. How did this unlikely pirate and his notorious crime end up playing a key role in the birth of multinational capitalism? In the same mode as Johnson's classic non-fiction historical thriller The Ghost Map, Enemy of All Mankind deftly traces the path from a single struck match to a global conflagration.",Earth Sciences; Geography; Geopolitics; Globalization; History; Maritime History & Piracy; Political Science; SCIENCE,en,2020-07-07,,2020-07-08,,,,,,
864D583F-85F3-4E87-B11B-730293DD9A73,mccBDgAAQBAJ,,9780374184308,The Kingdom,A Novel,"Carrère, Emmanuel",384,,"Farrar, Straus and Giroux","A sweeping fictional account of the early Christians, whose unlikely beliefs conquered the world

Gripped by the tale of a Messiah whose blood we drink and body we eat, the genre-defying author Emmanuel Carrère revisits the story of the early Church in his latest work. With an idiosyncratic and at times iconoclastic take on the charms and foibles of the Church fathers, Carrère ferries readers through his “doors” into the biblical narrative. Once inside, he follows the ragtag group of early Christians through the tumultuous days of the faith’s founding.

Shouldering biblical scholarship like a camcorder, Carrère re-creates the climate of the New Testament with the acumen of a seasoned storyteller, intertwining his own account of reckoning with the central tenets of the faith with the lives of the first Christians. Carrère puts himself in the shoes of Saint Paul and above all Saint Luke, charting Luke’s encounter with the marginal Jewish sect that eventually became Christianity, and retracing his investigation of its founder, an obscure religious freak who died under notorious circumstances.

Boldly blending scholarship with speculation, memoir with journalistic muckraking, Carrère sets out on a headlong chase through the latter part of the Bible, drawing out protagonists who believed they were caught up in the most important events of their time. An expansive and clever meditation on belief, The Kingdom chronicles the advent of a religion, and the ongoing quest to find a place within it.",Ancient; Christian; FICTION; Fiction; Historical; Literary,en,2020-07-08,,2020-07-11,,,,,,
5E7D3B19-8EFD-44E9-A244-6FDB1AF9FCC9,TiZHrgEACAAJ,,9780765382030,The Three-Body Problem,,"Liu, Cixin",416,,Tom Doherty Associates,"""Wildly imaginative, really interesting."" —President Barack Obama on The Three-Body Problem trilogy

The Three-Body Problem is the first chance for English-speaking readers to experience the Hugo Award-winning phenomenon from China's most beloved science fiction author, Liu Cixin.

Set against the backdrop of China's Cultural Revolution, a secret military project sends signals into space to establish contact with aliens. An alien civilization on the brink of destruction captures the signal and plans to invade Earth. Meanwhile, on Earth, different camps start forming, planning to either welcome the superior beings and help them take over a world seen as corrupt, or to fight against the invasion. The result is a science fiction masterpiece of enormous scope and vision.

The Remembrance of Earth's Past Trilogy
The Three-Body Problem
The Dark Forest
Death's End

Other Books
Ball Lightning (forthcoming)",Alien Contact; Fiction; Hard Science Fiction; Science Fiction,en,2020-07-24,,2020-07-27,,,,,,
